fighter,peak_rating
James Llontop,1500.0
Donny Walker,1500.0
Jacob Kilburn,1500.0
Dakota Bush,1500.0
Ryan MacDonald,1500.0
Colin Robinson,1500.0
Colin Fletcher,1500.0
Mark Holst,1500.0
Timmy Cuamba,1500.0
Yuri Villefort,1500.0
Steve Judson,1500.0
Marcos Mariano,1500.0
Yohan Lainesse,1500.0
Hernani Perpetuo,1500.0
Hugo Duarte,1500.0
Gadzhi Omargadzhiev,1500.0
Chris Price,1500.0
Razak Al-Hassan,1500.0
Carlton Minus,1500.0
Ronys Torres,1500.0
Lisa Ellis,1500.0
Jason Black,1500.0
Josh Shockley,1500.0
Rainy Martinez,1500.0
David Kaplan,1500.0
Roger Bowling,1500.0
Cameron VanCamp,1500.0
Joe Vedepo,1500.0
Chris Indich,1500.0
Brogan Walker,1500.0
Dashon Johnson,1500.0
Victor Rodriguez,1500.0
David Dodd,1500.0
Alberto Uda,1500.0
Seo Hee Ham,1500.0
Danny Abbadi,1500.0
Leo Kuntz,1500.0
Vince Cachero,1500.0
Shane Howell,1500.0
Danilo Belluardo,1500.0
Kaynan Kruschewsky,1500.0
Micheal Gillmore,1500.0
Tom DeBlass,1500.0
Wendell Oliveira Marques,1500.0
Pat Schilling,1500.0
Todd Brown,1500.0
Jim Wallhead,1500.0
Yusaku Kinoshita,1500.0
Marcin Bandel,1500.0
Chase Gormley,1500.0
AJ Cunningham,1500.0
Bernardo Magalhaes,1500.0
Marnic Mann,1500.0
Anton Zafir,1500.0
Kyle Stewart,1500.0
Ulysses Gomez,1500.0
Nolan Ticman,1500.0
Chan-Mi Jeon,1500.0
Wes Combs,1500.0
Cesar Arzamendia,1500.0
Mohammad Yahya,1500.0
Tommy Hayden,1500.0
Rob Yundt,1500.0
Rodrigo de Lima,1500.0
James Bochnovic,1500.0
Dileno Lopes,1500.0
Leonardo Guimaraes,1500.0
Vinny Magalhaes,1500.0
Paulo Santos,1500.0
Mike Lullo,1500.0
Matt Bessette,1500.0
Yusuke Kasuya,1500.0
Rob Wilkinson,1500.0
Matt Horwich,1500.0
Tim Lajcik,1500.0
Julio Paulino,1500.0
John Halverson,1500.0
Richardson Moreira,1500.0
Alex Soto,1500.0
Austen Lane,1500.0
Yasuhiro Urushitani,1500.0
Collin Anglin,1500.0
Travis Wiuff,1500.0
Curtis Stout,1500.0
Cody Pfister,1500.0
Joseph Gigliotti,1500.0
Ashkan Mokhtarian,1500.0
Alexandre Dantas,1500.0
Juan Manuel Puig,1500.0
Jeremy Jackson,1500.0
Rex Holman,1500.0
Azunna Anyanwu,1500.0
Jason Young,1500.0
Jonavin Webb,1500.0
Ansar Chalangov,1500.0
Larissa Pacheco,1500.0
Austin Springer,1500.0
Carlos Vera,1500.0
Jessica Rakoczy,1500.0
Joao Zeferino,1500.0
Gabriella Fernandes,1500.0
Kyle Prepolec,1500.0
Ryan Thomas,1500.0
Kevin Jordan,1500.0
Jack May,1500.0
Jorge Lopez,1500.0
Steve Montgomery,1500.0
Fabiano Scherner,1500.0
Michel Quinones,1500.0
Rudyard Moncayo,1500.0
Pearl Gonzalez,1500.0
Valeri Ignatov,1500.0
Caio Machado,1500.0
Anthony Christodoulou,1500.0
Harry Moskowitz,1500.0
Kazuhiro Nakamura,1500.0
Jose Maria,1500.0
Paul Redmond,1500.0
Val Woodburn,1500.0
Bruno Souza,1500.0
Pat Audinwood,1500.0
Steve Berger,1500.0
CJ Keith,1500.0
Thomas Gifford,1500.0
Jeff Cox,1500.0
Tommy Speer,1500.0
Oli Thompson,1500.0
Ben Wall,1500.0
Nick Penner,1500.0
Carls John De Tomas,1500.0
Rayanne dos Santos,1500.0
Sheila Gaff,1500.0
Johnny Rees,1500.0
Dan Stittgen,1500.0
Moti Horenstein,1500.0
Luiz Dutra,1500.0
Joe Veres,1500.0
Alexis Dufresne,1500.0
John Cofer,1500.0
Alan Omer,1500.0
Brendson Ribeiro,1500.0
Charlie Ward,1500.0
Joseph Sandoval,1500.0
Julie Kedzie,1500.0
Bristol Marunde,1500.0
Brad Morris,1500.0
Aalon Cruz,1500.0
Royce Alger,1500.0
Sammy Morgan,1500.0
Victor Valimaki,1500.0
JC Cottrell,1500.0
Brian Houston,1500.0
Danny Mitchell,1500.0
Victor Martinez,1500.0
Andreas Stahl,1500.0
Saimon Oliveira,1500.0
Jin Soo Son,1500.0
Edilberto de Oliveira,1500.0
Nick Fiore,1500.0
Christian Colombo,1500.0
Kevin Borjas,1500.0
Mike Stumpf,1500.0
Trent Jenkins,1500.0
Hayato Sakurai,1500.0
Fatima Kline,1500.0
Kiefer Crosbie,1500.0
Justin Jones,1500.0
Tateki Matsuda,1500.0
Joe Brammer,1500.0
Ericka Almeida,1500.0
Sam Fulton,1500.0
Anna Elmose,1500.0
Rashad Coulter,1500.0
Brodie Farber,1500.0
Steve Vigneault,1500.0
Elvis Mutapcic,1500.0
Elias Garcia,1500.0
Ali AlQaisi,1500.0
Carlos Candelario,1500.0
Mike Santiago,1500.0
Gideon Ray,1500.0
Blood Diamond,1500.0
Ramona Pascual,1500.0
Josh Haynes,1500.0
Kevin Natividad,1500.0
Zelim Imadaev,1500.0
Jumabieke Tuerxun,1500.0
Jay Perrin,1500.0
Antonio Arroyo,1500.0
Niklas Stolze,1500.0
Jeff Curran,1500.0
Fabio Cherant,1500.0
Iliarde Santos,1500.0
Shannon Ross,1500.0
Daniel Barez,1500.0
Denys Bondar,1500.0
Jared Papazian,1500.0
Jeremy Larsen,1500.0
Brad Imes,1500.0
Jake Lindsey,1500.0
Angela Magana,1500.0
Norifumi Yamamoto,1500.0
Jocelyn Jones-Lybarger,1500.0
Muin Gafurov,1500.0
Anthony Macias,1500.0
Daiju Takase,1500.0
Andy Enz,1500.0
Lukasz Sajewski,1500.0
Marcio Alexandre Junior,1500.0
Bobby Nash,1500.0
Dan Moret,1500.0
Ruan Potts,1500.0
Mike Rhodes,1500.0
Harry Hunsucker,1500.0
Marcelo Rojo,1500.0
Renzo Gracie,1500.0
Ron van Clief,1500.0
Felix Lee Mitchell,1500.0
Alan Baudot,1500.0
Rodney Wallace,1500.0
Jason Reinhardt,1500.0
Jeff Hughes,1500.0
Yoji Anjo,1500.0
Estevan Payan,1500.0
Bojan Mihajlovic,1500.0
Darian Weeks,1500.0
Damian Grabowski,1500.0
Westin Wilson,1500.0
Hector Aldana,1500.0
Diego Saraiva,1500.0
Cole Escovedo,1500.0
Darrell Montague,1500.0
Garett Whiteley,1500.0
Keith Wisniewski,1500.0
Edgar Garcia,1500.0
Fernie Garcia,1500.0
Istela Nunes,1500.0
Dequan Townsend,1500.0
Martin Day,1500.0
Terrion Ware,1500.0
Alen Amedovski,1500.0
Pat Healy,1500.0
Vinicius Moreira,1500.0
Liang Na,1500.0
Josh Grispi,1500.0
Jerome Rivera,1500.0
Jodie Esquibel,1500.0
Phillipe Nover,1500.0
John Alessio,1500.0
Ashley Yoder,1500.0
Kailin Curran,1500.0
Zhalgas Zhumagulov,1500.0
Michihiro Omigawa,1500.0
Naoyuki Kotani,1500.0
Jesse Ronson,1500.0
Sean Soriano,1500.0
Andy Ogle,1500.0
Aaron Phillips,1500.0
Bobby Voelker,1500.0
John Phillips,1500.0
Wulijiburen,1500.0
Nam Phan,1500.0
Hu Yaozong,1500.0
Kalindra Faria,1500.0
Genaro Valdez,1500.0
Damacio Page,1500.0
Jesse Forbes,1500.0
Roque Martinez,1500.0
Dmitrii Smoliakov,1500.0
Thibault Gouti,1500.0
Jay Hieron,1500.0
Tiki Ghosn,1500.0
Mizuto Hirota,1500.0
Anton Turkalj,1500.0
Ricardo Funch,1500.0
Rhys McKee,1500.0
Khadis Ibragimov,1500.0
Zarah Fairn,1500.0
Ike Villanueva,1500.0
Will Campuzano,1500.0
JP Buys,1500.0
Seth Petruzelli,1500.0
Jordan Williams,1500.0
Jessica Aguilar,1500.0
David Lee,1500.0
Jordan Griffin,1500.0
Matt Van Buren,1500.0
Ross Pointon,1500.0
Luke Caudillo,1500.0
Chris Avila,1500.0
Emily Kagan,1500.0
Boston Salmon,1500.0
Steve Steinbeiss,1500.0
Antonio Dos Santos,1500.0
Mitch Ramirez,1500.0
Yoislandy Izquierdo,1500.0
Steve Kennedy,1500.0
Drako Rodriguez,1500.0
Roldan Sangcha'an,1500.0
Charalampos Grigoriou,1500.0
Homer Moore,1500.0
Paul Creighton,1500.0
Jason Gilliam,1500.0
Barb Honchak,1500.0
Cody East,1500.0
Adam Yandiev,1500.0
Jorge Patino,1500.0
Aaron Riley,1500.0
Alexandre Barros,1500.0
Suman Mokhtarian,1500.0
Daniel Jolly,1500.0
Kelly Faszholz,1500.0
Samy Schiavo,1500.0
Rosi Sexton,1500.0
Zane Frazier,1500.0
Cameron Else,1500.0
Xavier Foupa-Pokam,1500.0
Art Jimmerson,1500.0
Eric Wisely,1500.0
Michal Figlak,1500.0
Grigory Popov,1500.0
Anthony Lapsley,1500.0
Motonobu Tezuka,1500.0
Alexandre Ferreira,1500.0
Jorge de Oliveira,1500.0
Rin Nakai,1500.0
Maria Oliveira,1500.0
Kwan Ho Kwak,1500.0
Gloria de Paula,1500.0
Besam Yousef,1500.0
Cristina Stanciu,1500.0
Yizha,1500.0
Cain Carrizosa,1500.0
Zac Pauga,1500.0
Horacio Gutierrez,1500.0
Sheldon Westcott,1500.0
Greg Stott,1500.0
Tonya Evinger,1500.0
Andre Soukhamthath,1500.0
Minoki Ichihara,1500.0
Sabah Homasi,1500.0
Erick Gonzalez,1500.0
Journey Newson,1500.0
Daniel Teymur,1500.0
Diana Belbita,1500.0
Vinicius Salvador,1500.0
Victoria Leonardo,1500.0
Darrius Flowers,1500.0
Salim Touahri,1500.0
Charlie Ontiveros,1500.0
Vernon White,1500.0
Ryan Jensen,1500.0
Mateus Mendonca,1500.0
Gabe Ruediger,1500.0
Brian Camozzi,1500.0
Mostapha Al-Turk,1500.0
Rolando Bedoya,1500.0
Kris McCray,1500.0
Alex Reyes,1500.0
Tresean Gore,1500.0
James Toney,1500.0
Edwin DeWees,1500.0
Roman Bogatov,1500.0
Gilbert Yvel,1500.0
Gabriel Santos,1500.0
Marvin Eastman,1500.0
Mike Ricci,1500.0
David Mitchell,1500.0
John Lober,1500.0
Julija Stoliarenko,1500.0
Jason Miller,1500.0
Lukasz Brzeski,1500.0
Josh Hendricks,1500.0
Andre Pederneiras,1500.0
Dominic Waters,1500.0
Kamal Shalorus,1500.0
Jeff Joslin,1500.0
Toshiomi Kazama,1500.0
Alexander Munoz,1500.0
Kevin Croom,1500.0
Assuerio Silva,1500.0
Chris Haseman,1500.0
Hannah Goldy,1500.0
Bekzat Almakhan,1500.0
Julian Sanchez,1500.0
Quang Le,1500.0
Dan Lauzon,1500.0
Wes Sims,1500.0
Jesse Strader,1500.0
Askar Mozharov,1500.0
Enrique Marin,1500.0
Nate Schroeder,1500.0
Dean Barry,1500.0
Courtney Turner,1500.0
Shunichi Shimizu,1500.0
Sean Daugherty,1500.0
Eldo Xavier Dias,1500.0
Xiao Long,1500.0
Filip Pejic,1500.0
Robert Lucarelli,1500.0
Chris Liguori,1500.0
Saeed Hosseini,1500.0
Alice Ardelean,1500.0
Tom Egan,1500.0
Fred Ettish,1500.0
Marcin Prachnio,1500.0
Robert Bryczek,1500.0
Kristof Midoux,1500.0
Rolles Gracie,1500.0
Sean Sharaf,1500.0
James Hammortree,1500.0
Felipe Olivieri,1500.0
Sean Gannon,1500.0
Josh Bryant,1500.0
Nazareno Malegarie,1500.0
He-Man Gipson,1500.0
Orion Cosce,1500.0
Masutatsu Yano,1500.0
Roland Payne,1500.0
Mike Wessel,1500.0
Roger Zapata,1500.0
Jordan Vucenic,1500.0
James Lee,1500.0
Maciej Jewtuszko,1500.0
Khusein Askhabov,1500.0
Houston Dorr,1500.0
Wes Albritton,1500.0
Allen Berube,1500.0
Angel Pacheco,1500.0
Eddie Mendez,1500.0
Ernie Verdicia,1500.0
Joshua Weems,1500.0
Guilherme Vasconcelos,1500.0
Ivan Serati,1500.0
Dieusel Berto,1500.0
Jackie Lee,1500.0
Brian Geraghty,1500.0
Yuri Vaulin,1500.0
Charlie Valencia,1500.0
Melissa Martinez,1500.0
Matt Lucas,1500.0
Kristian Rothaermel,1500.0
Dmitri Stepanov,1500.0
Bubba Bush,1500.0
Milton Vieira,1500.0
Sean Alvarez,1500.0
Isabela de Padua,1500.0
Aaron Wilkinson,1500.0
Connor Matthews,1500.0
Keith Mielke,1500.0
Dave Berry,1500.0
Gilbert Smith,1500.0
Ryan McGillivray,1500.0
Rodolfo Rubio Perez,1500.0
Chris Spang,1500.0
Bob Gilstrap,1500.0
Wagner Campos,1500.0
Francesco Maturi,1500.0
Jianping Yang,1500.0
Mike Breeden,1500.0
Jamie Yager,1500.0
Marcin Held,1500.0
Anistavio Medeiros,1500.0
Maia Stevenson,1500.0
Keita Nakamura,1500.0
Mike Brown,1500.0
Flavio Luiz Moura,1500.0
Daniel Spohn,1500.0
Andy Anderson,1500.0
Joe Pardo,1500.0
Tina Lahdemaki,1500.0
AJ Fletcher,1500.0
Mike King,1500.0
Vinicius Queiroz,1500.0
Abdul-Kareem Al-Selwady,1500.0
Chuck O'Neil,1500.0
Bobby Southworth,1500.0
Allan Goes,1500.0
Matt Andersen,1500.0
Keigo Kunihara,1500.0
Cameron Dollar,1500.0
Carli Judice,1500.0
Joao Pierini,1500.0
Steven Nguyen,1500.0
Pawel Pawlak,1500.0
Serhiy Sidey,1500.0
Brad Gumm,1500.0
Thomas Ramirez,1500.0
Antonio Banuelos,1500.0
Paul Herrera,1500.0
Collin Hart,1500.0
Josh Rafferty,1500.0
James Mulheron,1500.0
David Hood,1500.0
Scott Fiedler,1500.0
Jimmy Quinlan,1500.0
Mandy Bohm,1500.0
Tom Blackledge,1500.0
Sung Bin Jo,1500.0
Jason Thacker,1500.0
Alex Schoenauer,1500.0
Lodune Sincaid,1500.0
Chris Sanford,1500.0
Alex Andrade,1500.0
Tony Petarra,1500.0
Max Rohskopf,1500.0
SeungGuk Choi,1500.0
Marcus Jones,1500.0
Justin Wren,1500.0
Darrill Schoonover,1500.0
Justin James,1500.0
Jason Fairn,1500.0
Pedro Falcao,1500.0
Emmanuel Yarborough,1500.0
Sherman Pendergarst,1500.0
Danillo Villefort,1500.0
Ernesta Kareckaite,1500.0
Teila Tuli,1500.0
Frank Lester,1500.0
Tuco Tokkos,1500.0
Peggy Morgan,1500.0
David Roberts,1500.0
Steve Byrnes,1500.0
Justin Frazier,1500.0
Tim McKenzie,1500.0
Neil Grove,1500.0
Michel Batista,1500.0
Adam Cella,1500.0
Hailey Cowan,1500.0
Donnie Chappell,1500.0
Wade Shipp,1500.0
Keith Berish,1500.0
Mario Neto,1500.0
Tyler Diamond,1500.0
Allan Zuniga,1500.0
Dorian Price,1500.0
Duda Santana,1500.0
Dave Galera,1500.0
James Giboo,1500.0
Jared Rollins,1500.0
Billy Miles,1500.0
Adriano Santos,1500.0
Richie Hightower,1500.0
Robert Valentin,1500.0
Dante Rivera,1500.0
Albert Cheng,1500.0
John Kolosci,1500.0
Dan Barrera,1500.0
Richie Smullen,1500.0
Delson Heleno,1500.0
Zygimantas Ramaska,1500.0
Chris Condo,1500.0
Alex Gorgees,1500.0
Igor Severino,1500.0
Derek Downey,1500.0
Nandor Guelmino,1500.0
Humberto Brown Morrison,1500.0
Cory Walmsley,1500.0
Joe Giannetti,1500.0
Jay Cucciniello,1500.0
Joey Gilbert,1500.0
Manolo Zecchini,1500.0
Solomon Hutcherson,1500.0
Jermaine Andre,1500.0
Marcin Wrzosek,1500.0
Wallid Ismail,1500.0
Bruno Korea,1500.0
Vernon Ramos Ho,1500.0
Nissen Osterneck,1500.0
Carlos Barreto,1500.0
John Teixeira,1500.0
Kaan Ofli,1500.0
Jeff Newton,1500.0
Andy Wang,1500.0
Darrel Gholar,1500.0
Chris Tickle,1500.0
Braxton Smith,1500.0
Reza Nasri,1500.0
David Baron,1500.0
Joey Roberts,1500.0
John Polakowski,1500.0
Lewis Gonzalez,1500.0
Shane Primm,1500.0
Jules Bruchez,1500.0
Ivan Erslan,1500.0
Paul Georgieff,1500.0
Ronald Jhun,1500.0
Thaddeus Luster,1500.0
David Michaud,1500.0
David Velasquez,1500.0
Jon Manley,1500.0
Alex Torres,1500.0
James Zikic,1500.0
Cory Hendricks,1500.0
Martin Svensson,1500.0
Gerald Strebendt,1500.0
Richard Crunkilton,1500.0
Manuel Rodriguez,1500.0
Dustin Neace,1500.0
Brendan Loughnane,1500.0
Todd Butler,1500.0
Eugenio Tadeu,1500.0
Steven Koslow,1500.0
Romie Aram,1500.0
Aaron Brink,1500.0
Marcus Silveira,1500.0
Zach Light,1500.0
Bentley Syler,1500.0
Alex Stiebling,1500.0
Stephen Bass,1500.0
Leigh Remedios,1500.0
Rocky Lee,1500.0
Nick Serra,1500.0
Eric Martin,1500.0
Abner Lloveras,1500.0
Josh Stuart,1500.0
Izabela Badurek,1500.0
Icho Larenas,1500.0
Craig White,1500.0
Ariel Beck,1500.0
Yuki Sasaki,1500.0
Jarno Errens,1500.0
Byron Bloodworth,1500.0
Jamey Simmons,1500.0
Tim Williams,1500.0
Melton Bowen,1500.0
Ednaldo Oliveira,1500.0
Andre Gusmao,1500.0
CM Punk,1500.0
Josh Shockman,1500.0
Joey Gambino,1500.0
Landon Quinones,1500.0
Nikolay Veretennikov,1500.0
Liudvik Sholinian,1500.0
Talita Bernardo,1500.0
Chad Reiner,1500.0
TJ Laramie,1500.0
Shane del Rosario,1500.0
Rolando Dy,1500.0
Terrence Mitchell,1500.0
Danyelle Wolf,1500.0
Ryan Couture,1500.0
Eiji Mitsuoka,1500.0
Dustin Stoltzfus,1500.0
Alex Ricci,1500.0
Brandon Jenkins,1500.0
Jason Tan,1500.0
Mats Nilsson,1500.0
Tony Halme,1500.0
Jay Silva,1500.0
Brian Gassaway,1500.0
David Zawada,1500.0
Quinn Mulhern,1500.0
Cole Williams,1500.0
Roger Hollett,1500.0
Shayna Baszler,1500.0
Fernando Bruno,1500.0
Dokonjonosuke Mishima,1500.0
Kazula Vargas,1500.0
Gaetano Pirrello,1500.0
Mike Whitehead,1500.0
Joao Roque,1500.0
Takenori Sato,1500.0
Stefan Sekulic,1500.0
Josh Copeland,1500.0
John Marsh,1500.0
John Dowdy,1500.0
John Allan,1500.0
Michael Patt,1500.0
Anton Kuivanen,1500.0
Frank Caracci,1500.0
Luis Ramos,1500.0
Austin Arnett,1500.0
Brandon Wolff,1500.0
Crafton Wallace,1500.0
Peter Barrett,1500.0
Bobby Moffett,1500.0
Neil Wain,1500.0
Tim Gorman,1500.0
Konstantin Erokhin,1500.0
Larry Cureton,1500.0
Anthony Ivy,1500.0
Townsend Saunders,1500.0
Denis Stojnic,1500.0
Nick Agallar,1500.0
Ben Sosoli,1500.0
Danny Downes,1500.0
Azamat Gashimov,1500.0
Joey Gomez,1500.0
Steve Lopez,1500.0
Felipe Bunes,1500.0
Cale Yarbrough,1500.0
Zarrukh Adashev,1500.0
Luan Lacerda,1500.0
Jason Godsey,1500.0
Roman Salazar,1500.0
William Macario,1500.0
KB Bhullar,1500.0
Cindy Dandois,1500.0
Liliya Shakirova,1500.0
Carl Deaton,1500.0
Wagner Silva,1500.0
Tom Gallicchio,1500.0
Amilcar Alves,1500.0
Jordan Radev,1500.0
Kurt Holobaugh,1500.0
Brock Jardine,1500.0
Josh Clopton,1500.0
Josh Ferguson,1500.0
Doug Evans,1500.0
Paul Bradley,1500.0
Brendon Marotte,1500.0
Igor Zinoviev,1500.0
Juancamilo Ronderos,1500.0
Chris Heatherly,1500.0
Ricky Rainey,1500.0
Edward Faaloloto,1500.0
Gabriel Silva,1500.0
Guto Inocente,1500.0
Domingo Pilarte,1500.0
Erik Silva,1500.0
Hector Ramirez,1500.0
Te Edwards,1500.0
Dan Evensen,1500.0
Kris Moutinho,1500.0
Ramiro Hernandez,1500.0
Zviad Lazishvili,1500.0
Louis Cosce,1500.0
Gilbert Aldana,1500.0
Koji Kitao,1500.0
Brandon Melendez,1500.0
Stewart Nicoll,1500.0
Sarah Frota,1500.0
Fredson Paixao,1500.0
Joe Merritt,1500.0
Anderson Dos Santos,1500.0
Shanna Young,1500.0
Luis Pajuelo,1500.0
Ryan Roberts,1500.0
David Levicki,1500.0
Fabio Gurgel,1500.0
Rodrigo Ruas,1500.0
Will Chope,1500.0
Matt Hobar,1500.0
Dennis Buzukja,1500.0
Derrick Noble,1500.0
Jose Daniel Medina,1500.0
Joe Jordan,1500.0
Ryan Madigan,1500.0
John Matua,1500.0
Jim Mullen,1500.0
Lucio Linhares,1500.0
Brian Cobb,1500.0
Eric Shelton,1500.0
Kit Cope,1500.0
Kyle Bradley,1500.0
John Campetella,1500.0
Saparbeg Safarov,1500.0
Asbel Cancio,1500.0
Leonardo Mafra,1500.0
Carlos Mota,1500.0
Papy Abedi,1500.0
Satoshi Honma,1500.0
Bharat Kandare,1500.0
Roger Gracie,1500.0
Karine Gevorgyan,1500.0
Jason Dent,1500.0
Noe Hernandez,1500.0
Benardo Sopaj,1500.0
Kerry Schall,1500.0
Mark Scanlon,1500.0
Jack McGlaughlin,1500.0
Sako Chivitchian,1500.0
Tyler Toner,1500.0
Lowell Anderson,1500.0
Chris Saunders,1500.0
Ray Rodriguez,1500.0
Christina Marks,1500.0
Melinda Fabian,1500.0
Jesse Sanders,1500.0
Jon Delos Reyes,1500.0
Scott Junk,1500.0
Floyd Sword,1500.0
Stevie Lynch,1500.0
Rick Davis,1500.0
Willamy Freire,1500.0
Derrick Krantz,1500.0
Kelly Dullanty,1500.0
Scott Baker,1500.0
Gerry Harris,1500.0
Sean Salmon,1500.0
Koji Oishi,1500.0
Yanis Ghemmouri,1500.0
Martin Sano,1500.0
Elizabeth Phillips,1500.0
Chris de la Rocha,1500.0
Jesse Bongfeldt,1500.0
Antonio Mendes,1500.0
Keiichiro Yamamiya,1500.0
Wagner Prado,1500.0
Bevon Lewis,1500.0
Jared Gooden,1500.0
Silvana Gomez Juarez,1500.0
Nohelin Hernandez,1500.0
Amar Suloev,1500.0
Lucas Rocha,1500.0
Antonio Trocoli,1500.0
AJ Dobson,1500.0
Dylan Budka,1500.0
Bobby Hoffman,1500.0
Ravena Oliveira,1500.0
Rostem Akman,1500.0
Danny Martinez,1500.0
Jon Olav Einemo,1500.0
Caros Fodor,1500.0
Jason Novelli,1500.0
Oliver Enkamp,1500.0
Carlos Huachin,1500.0
Don Shainis,1500.0
Chad Griggs,1500.0
Jesse Butler,1500.0
Antonio McKee,1500.0
Alberta Cerra Leon,1500.0
Mark Striegl,1500.0
Eddie Ruiz,1500.0
Joe Son,1500.0
Ryan Parker,1500.0
Devin Powell,1500.0
Nick Roehrick,1500.0
Reese Andy,1500.0
Ray Wizard,1500.0
Justin Levens,1500.0
Phil Johns,1500.0
Yoshinori Horie,1500.0
Christophe Leninger,1500.0
Marcelo Aguiar,1500.0
Bill Mahood,1500.0
Vanessa Melo,1500.0
Mitch Raposo,1500.0
Paul Rodriguez,1500.0
TJ O'Brien,1500.0
Michael McBride,1500.0
Adrian Serrano,1500.0
Mehdi Baghdad,1500.0
Alberto Crane,1500.0
Daniel Lacerda,1500.0
